name,location,city,state,country,creators_rec,notes,address,rating,user_ratings_total,google_maps_link,lat,lng,opening_hours,type,google_place_id,type2
Miss Ada,"New York, NY",New York City,New York,United States of America,Yes,Whipped ricotta + any other dish from this former Michelin spot that serves creative and super tasty Middle Eastern food.,"184 Dekalb Ave, Brooklyn, NY 11205, United States",4.7,1109.0,"https://www.google.com/maps/search/?api=1&query=184%20Dekalb%20Ave,%20Brooklyn,%20NY%2011205,%20United%20States&query_place_id=ChIJqzhkS7dbwokRtGCdHcorPvU",40.6895,-73.9724,"Monday: Closed
Tuesday: 5:30 - 9:30 PM
Wednesday: 5:30 - 9:30 PM
Thursday: 5:30 - 9:30 PM
Friday: 5:00 - 10:00 PM
Saturday: 11:00 AM - 2:30 PM, 5:00 - 10:00 PM
Sunday: 11:00 AM - 2:30 PM, 5:00 - 9:00 PM",restaurant,ChIJqzhkS7dbwokRtGCdHcorPvU,food
For Five Coffee,"Washington, DC",Washington D.C.,Washington D.C.,United States of America,,Great DC coffee! Their espresso was really good: bright and complex. A good afternoon coffee option for that post-lunch lethargic feeling.,"2000 L St NW, Washington, DC 20036, United States",4.1,175.0,"https://www.google.com/maps/search/?api=1&query=2000%20L%20St%20NW,%20Washington,%20DC%2020036,%20United%20States&query_place_id=ChIJ7VQx7Xq3t4kR4BpEdS54OQs",38.9034,-77.0457,"Monday: 7:00 AM - 6:00 PM
Tuesday: 7:00 AM - 6:00 PM
Wednesday: 7:00 AM - 6:00 PM
Thursday: 7:00 AM - 6:00 PM
Friday: 7:00 AM - 6:00 PM
Saturday: 7:00 AM - 6:00 PM
Sunday: 7:00 AM - 6:00 PM",cafe,ChIJ7VQx7Xq3t4kR4BpEdS54OQs,coffee
Gregorys Coffee,"Washington, DC",Washington D.C.,Washington D.C.,United States of America,Yes,One of DC's best coffee shops: sit in their glass cubicles by the window watching the world go by having a snack and drinking a nice afternoon coffee.,"1101 Connecticut Ave NW, Washington, DC 20036, United States",4.2,240.0,"https://www.google.com/maps/search/?api=1&query=1101%20Connecticut%20Ave%20NW,%20Washington,%20DC%2020036,%20United%20States&query_place_id=ChIJJaEe5Dy3t4kRtsUGWUb6phg",38.904,-77.0396,"Monday: 7:00 AM - 5:00 PM
Tuesday: 7:00 AM - 5:00 PM
Wednesday: 7:00 AM - 5:00 PM
Thursday: 7:00 AM - 5:00 PM
Friday: 7:00 AM - 5:00 PM
Saturday: 8:00 AM - 4:00 PM
Sunday: 8:00 AM - 4:00 PM",cafe,ChIJJaEe5Dy3t4kRtsUGWUb6phg,coffee
George’s King of Falafel and Cheesesteak,"Washington, DC",Washington D.C.,Washington D.C.,United States of America,,Great shawarma: very filling and fresh!,"1205 28th St NW, Washington, DC 20007, United States",4.4,2405.0,"https://www.google.com/maps/search/?api=1&query=1205%2028th%20St%20NW,%20Washington,%20DC%2020007,%20United%20States&query_place_id=ChIJIZ4QLku2t4kRcEijGVOjmJ0",38.9055,-77.0569,"Monday: 12:00 PM - 2:00 AM
Tuesday: 12:00 PM - 2:00 AM
Wednesday: 12:00 PM - 2:00 AM
Thursday: 12:00 PM - 3:00 AM
Friday: 12:00 PM - 4:00 AM
Saturday: 12:00 PM - 4:00 AM
Sunday: 12:00 PM - 2:00 AM",restaurant,ChIJIZ4QLku2t4kRcEijGVOjmJ0,food
The Exchange Saloon,"Washington, DC",Washington D.C.,Washington D.C.,United States of America,,Nice bar with a cool rooftop overlooking DC: spot the airport and the National Mall.,"1719 G St NW, Washington, DC 20006, United States",3.7,479.0,"https://www.google.com/maps/search/?api=1&query=1719%20G%20St%20NW,%20Washington,%20DC%2020006,%20United%20States&query_place_id=ChIJr3GLbbu3t4kRu9DFOwORiuo",38.8985,-77.0404,"Monday: 11:00 AM - 8:00 PM
Tuesday: 11:00 AM - 11:00 PM
Wednesday: 11:00 AM - 11:00 PM
Thursday: 11:00 AM - 11:00 PM
Friday: 11:00 AM - 11:00 PM
Saturday: 11:00 AM - 8:00 PM
Sunday: 11:00 AM - 6:00 PM",bar,ChIJr3GLbbu3t4kRu9DFOwORiuo,drinks
Eye Street Grill,"Washington, DC",Washington D.C.,Washington D.C.,United States of America,,"Self-serve lunch restaurant. A lot of options, all tasty and healthy. Check it out when you're in the White House area.","1575 I St NW #1, Washington, DC 20005, United States",4.3,124.0,"https://www.google.com/maps/search/?api=1&query=1575%20I%20St%20NW%20#1,%20Washington,%20DC%2020005,%20United%20States&query_place_id=ChIJxcidcL63t4kRuIjzYG7tVuA",38.9015,-77.0353,"Monday: 7:00 AM - 2:30 PM
Tuesday: 7:00 AM - 2:30 PM
Wednesday: 7:00 AM - 2:30 PM
Thursday: 7:00 AM - 2:30 PM
Friday: 7:00 AM - 2:30 PM
Saturday: Closed
Sunday: Closed",restaurant,ChIJxcidcL63t4kRuIjzYG7tVuA,food
Stumptown Coffee,"Portland, OR",Portland,Oregon,United States of America,,Landmark coffee spot: pretty good coffee and bonus points for nice mugs.,"128 SW 3rd Ave, Portland, OR 97204, United States",4.4,1587.0,"https://www.google.com/maps/search/?api=1&query=128%20SW%203rd%20Ave,%20Portland,%20OR%2097204,%20United%20States&query_place_id=ChIJbT5i5AYKlVQRHZOtE8vGAz4",45.5218,-122.6735,"Monday: 7:00 AM - 3:00 PM
Tuesday: 7:00 AM - 3:00 PM
Wednesday: 7:00 AM - 3:00 PM
Thursday: 7:00 AM - 3:00 PM
Friday: 7:00 AM - 5:00 PM
Saturday: 7:00 AM - 5:00 PM
Sunday: 7:00 AM - 5:00 PM",cafe,ChIJbT5i5AYKlVQRHZOtE8vGAz4,coffee
Heart Coffee Roasters,"Portland, OR",Portland,Oregon,United States of America,,"Let's say they won the world Aeropress competition for a reason, so can't go wrong with the pourover!","2211 E Burnside St, Portland, OR 97214, United States",4.5,610.0,"https://www.google.com/maps/search/?api=1&query=2211%20E%20Burnside%20St,%20Portland,%20OR%2097214,%20United%20States&query_place_id=ChIJZV6m-buglVQR0sMmh83Ajo8",45.523,-122.6432,"Monday: 7:00 AM - 3:00 PM
Tuesday: 7:00 AM - 3:00 PM
Wednesday: 7:00 AM - 3:00 PM
Thursday: 7:00 AM - 3:00 PM
Friday: 7:00 AM - 3:00 PM
Saturday: 8:00 AM - 3:00 PM
Sunday: 8:00 AM - 3:00 PM",cafe,ChIJZV6m-buglVQR0sMmh83Ajo8,coffee
Never Coffee,"Portland, OR",Portland,Oregon,United States of America,,Fun minimalistic coffee spot in Downtown. I liked their colorful setup and their nicely brewed espresso.,"4243 SE Belmont St UNIT 200, Portland, OR 97215, United States",4.5,465.0,"https://www.google.com/maps/search/?api=1&query=4243%20SE%20Belmont%20St%20UNIT%20200,%20Portland,%20OR%2097215,%20United%20States&query_place_id=ChIJPZn5x-2glVQR9JZ4JDOkNYw",45.5167,-122.6188,"Monday: 7:00 AM - 6:00 PM
Tuesday: 7:00 AM - 6:00 PM
Wednesday: 7:00 AM - 6:00 PM
Thursday: 7:00 AM - 6:00 PM
Friday: 7:00 AM - 6:00 PM
Saturday: 7:00 AM - 6:00 PM
Sunday: 7:00 AM - 6:00 PM",cafe,ChIJPZn5x-2glVQR9JZ4JDOkNYw,coffee
Sunny Day,"Portland, OR",Portland,Oregon,United States of America,Yes,Nice coffee kiosk at the corner of 23rd street.,"2310 NW Everett St, Portland, OR 97210, United States",4.7,78.0,"https://www.google.com/maps/search/?api=1&query=2310%20NW%20Everett%20St,%20Portland,%20OR%2097210,%20United%20States&query_place_id=ChIJoQlvezMSlVQRqyew02WF_q8",45.5246,-122.6987,"Monday: Closed
Tuesday: Closed
Wednesday: 8:30 AM - 3:00 PM
Thursday: 8:30 AM - 3:00 PM
Friday: 8:30 AM - 3:00 PM
Saturday: 9:00 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM",cafe,ChIJoQlvezMSlVQRqyew02WF_q8,coffee
Sisters Coffee Company,"Portland, OR",Portland,Oregon,United States of America,,"Fancy-feeling spot in Portland's Pearl District: go there for a great coffee, calm ambiance and if you are feeling philosophical.","1235 NW Marshall St, Portland, OR 97209, United States",4.6,620.0,"https://www.google.com/maps/search/?api=1&query=1235%20NW%20Marshall%20St,%20Portland,%20OR%2097209,%20United%20States&query_place_id=ChIJU4ctK_wJlVQRbb48HvJzz4Q",45.5309,-122.6843,"Monday: 7:00 AM - 5:00 PM
Tuesday: 7:00 AM - 5:00 PM
Wednesday: 7:00 AM - 5:00 PM
Thursday: 7:00 AM - 5:00 PM
Friday: 7:00 AM - 5:00 PM
Saturday: 7:00 AM - 5:00 PM
Sunday: 7:00 AM - 5:00 PM",cafe,ChIJU4ctK_wJlVQRbb48HvJzz4Q,coffee
Rain or Shine,"Portland, OR",Portland,Oregon,United States of America,,Cozy coffee shop at the foot of Mount Tabor. Friendly staff and a good place to meet new folks.,"5941 SE Division St, Portland, OR 97206, United States",4.6,599.0,"https://www.google.com/maps/search/?api=1&query=5941%20SE%20Division%20St,%20Portland,%20OR%2097206,%20United%20States&query_place_id=ChIJzXbStF6glVQRAiQsYc84F7w",45.5055,-122.6018,"Monday: 7:00 AM - 2:00 PM
Tuesday: 7:00 AM - 2:00 PM
Wednesday: 7:00 AM - 2:00 PM
Thursday: 7:00 AM - 2:00 PM
Friday: 7:00 AM - 2:00 PM
Saturday: 8:00 AM - 3:00 PM
Sunday: 8:00 AM - 3:00 PM",cafe,ChIJzXbStF6glVQRAiQsYc84F7w,coffee
Tov Coffee,"Portland, OR",Portland,Oregon,United States of America,Yes,Turkish coffee in a double-decker bus decorated with Egyptian souvenirs.,"3207 SE Hawthorne Blvd #5044, Portland, OR 97214, United States",4.8,662.0,"https://www.google.com/maps/search/?api=1&query=3207%20SE%20Hawthorne%20Blvd%20#5044,%20Portland,%20OR%2097214,%20United%20States&query_place_id=ChIJDYLRsZGglVQRfr9u2xi1hZc",45.5123,-122.6324,"Monday: 10:30 AM - 3:00 PM
Tuesday: Closed
Wednesday: 10:30 AM - 3:00 PM
Thursday: 10:30 AM - 3:00 PM
Friday: 10:00 AM - 4:00 PM
Saturday: 9:30 AM - 5:00 PM
Sunday: 9:30 AM - 5:00 PM",cafe,ChIJDYLRsZGglVQRfr9u2xi1hZc,coffee
Barista Coffee,"Portland, OR",Portland,Oregon,United States of America,,"Awesome coffee, very passionate baristas and a lot of space to sit outside and enjoy the coffee.","1725 NE Alberta St, Portland, OR 97211, United States",4.5,542.0,"https://www.google.com/maps/search/?api=1&query=1725%20NE%20Alberta%20St,%20Portland,%20OR%2097211,%20United%20States&query_place_id=ChIJaaD1mx-nlVQRxrlc1PoZyIc",45.5592,-122.6474,"Monday: 6:00 AM - 6:00 PM
Tuesday: 6:00 AM - 6:00 PM
Wednesday: 6:00 AM - 6:00 PM
Thursday: 6:00 AM - 6:00 PM
Friday: 6:00 AM - 6:00 PM
Saturday: 7:00 AM - 6:00 PM
Sunday: 7:00 AM - 6:00 PM",cafe,ChIJWRzGWfAJlVQRwFrpQMShl9w,coffee
Dandelion Teahouse & Apothecary,"Vancouver, WA",Vancouver,Washington,United States of America,Yes,Great selection of teas and a nicely decorated space with a lot of fun quirks!,"109 W 7th St, Vancouver, WA 98660, United States",5.0,91.0,"https://www.google.com/maps/search/?api=1&query=109%20W%207th%20St,%20Vancouver,%20WA%2098660,%20United%20States&query_place_id=ChIJJzKGu9KplVQRtInNj7gdz14",45.6263,-122.6723,"Monday: Closed
Tuesday: 10:00 AM - 4:00 PM
Wednesday: 10:00 AM - 4:00 PM
Thursday: 10:00 AM - 4:00 PM
Friday: 10:00 AM - 6:00 PM
Saturday: 10:00 AM - 6:00 PM
Sunday: 10:00 AM - 4:00 PM",cafe,ChIJJzKGu9KplVQRtInNj7gdz14,coffee
Terrain Coffee,"Vancouver, WA",Vancouver,Washington,United States of America,,"Rustic spot with sunlit wooden decor, great espresso and cool barista/owner couple running the place.","106 W 6th St, Vancouver, WA 98660, United States",4.7,83.0,"https://www.google.com/maps/search/?api=1&query=106%20W%206th%20St,%20Vancouver,%20WA%2098660,%20United%20States&query_place_id=ChIJQR6zVUWplVQRU4uHkWIu5ho",45.6258,-122.6722,"Monday: 7:00 AM - 3:00 PM
Tuesday: 7:00 AM - 3:00 PM
Wednesday: 7:00 AM - 3:00 PM
Thursday: 7:00 AM - 3:00 PM
Friday: 7:00 AM - 3:00 PM
Saturday: 8:00 AM - 3:00 PM
Sunday: 8:00 AM - 3:00 PM",cafe,ChIJQR6zVUWplVQRU4uHkWIu5ho,coffee
Pajaro,"Portland, OR",Portland,Oregon,United States of America,Yes,"Small coffee shop: self-made plant milk, cute cups and very enthusiastic owner who loves to chat about coffee making.","1816 S River Dr, Portland, OR 97201, United States",4.8,271.0,"https://www.google.com/maps/search/?api=1&query=1816%20S%20River%20Dr,%20Portland,%20OR%2097201,%20United%20States&query_place_id=ChIJ8yCM3BIKlVQROi5IpJ3p20E",45.5088,-122.6733,"Monday: 2:00 - 4:00 PM
Tuesday: 2:00 - 4:00 PM
Wednesday: 2:00 - 4:00 PM
Thursday: 2:00 - 4:00 PM
Friday: 2:00 - 4:00 PM
Saturday: 2:00 - 4:00 PM
Sunday: 2:00 - 4:00 PM",cafe,ChIJ8yCM3BIKlVQROi5IpJ3p20E,coffee
Good Coffee,"Portland, OR",Portland,Oregon,United States of America,,"Good coffee! But also a cute cafe in a middle of a calm neighborhood, surrounded by greenery.","1150 SE 12th Ave, Portland, OR 97214, United States",4.7,447.0,"https://www.google.com/maps/search/?api=1&query=1150%20SE%2012th%20Ave,%20Portland,%20OR%2097214,%20United%20States&query_place_id=ChIJORqe0aGglVQR2ofSVbXQ-QI",45.5145,-122.6536,"Monday: 7:00 AM - 3:00 PM
Tuesday: 7:00 AM - 3:00 PM
Wednesday: 7:00 AM - 3:00 PM
Thursday: 7:00 AM - 3:00 PM
Friday: 7:00 AM - 3:00 PM
Saturday: 8:00 AM - 3:00 PM
Sunday: 8:00 AM - 3:00 PM",cafe,ChIJORqe0aGglVQR2ofSVbXQ-QI,coffee
Coava,"Portland, OR",Portland,Oregon,United States of America,,"One of the best coffee shops in Portland: very high quality, sustainably-sourced beans and great coffee + dessert combos. Their spaces are well-designed as well: airy and welcoming.","1300 SE Grand Ave a, Portland, OR 97214, United States",4.6,1354.0,"https://www.google.com/maps/search/?api=1&query=1300%20SE%20Grand%20Ave%20a,%20Portland,%20OR%2097214,%20United%20States&query_place_id=ChIJeWs-6QoKlVQRrTobPU_sOsY",45.5135,-122.6606,"Monday: 7:00 AM - 6:00 PM
Tuesday: 7:00 AM - 6:00 PM
Wednesday: 7:00 AM - 6:00 PM
Thursday: 7:00 AM - 6:00 PM
Friday: 7:00 AM - 6:00 PM
Saturday: 7:00 AM - 6:00 PM
Sunday: 7:00 AM - 6:00 PM",cafe,ChIJeWs-6QoKlVQRrTobPU_sOsY,coffee
Nossa Familia,"Portland, OR",Portland,Oregon,United States of America,,Coffee shop focused on Brazilian direct coffee farming and a heart-warming focus on building relationships with people first. Check them out for their guest roaster rotations and their awesome community events.,"1633 SE 3rd Ave, Portland, OR 97214, United States",4.6,152.0,"https://www.google.com/maps/search/?api=1&query=1633%20SE%203rd%20Ave,%20Portland,%20OR%2097214,%20United%20States&query_place_id=ChIJczsDUgsKlVQRCRGikSc3yig",45.5113,-122.6631,"Monday: 7:30 AM - 4:30 PM
Tuesday: 7:30 AM - 4:30 PM
Wednesday: 7:30 AM - 4:30 PM
Thursday: 7:30 AM - 4:30 PM
Friday: 7:30 AM - 4:30 PM
Saturday: 8:00 AM - 4:30 PM
Sunday: 8:00 AM - 4:30 PM",cafe,ChIJR1obzqaglVQRPAromI64Fyg,coffee
Case Study Coffee,"Portland, OR",Portland,Oregon,United States of America,,"Convenient downtown spot with good coffee, friendly staff and classic decor.","802 SW 10th Ave, Portland, OR 97205, United States",4.4,1187.0,"https://www.google.com/maps/search/?api=1&query=802%20SW%2010th%20Ave,%20Portland,%20OR%2097205,%20United%20States&query_place_id=ChIJa92lywQKlVQRXlkX4rXNbnM",45.5191,-122.6823,"Monday: 7:00 AM - 4:00 PM
Tuesday: 7:00 AM - 4:00 PM
Wednesday: 7:00 AM - 4:00 PM
Thursday: 7:00 AM - 4:00 PM
Friday: 7:00 AM - 4:00 PM
Saturday: 7:00 AM - 4:00 PM
Sunday: 7:00 AM - 4:00 PM",cafe,ChIJa92lywQKlVQRXlkX4rXNbnM,coffee
Queue Coffee,"Portland, OR",Portland,Oregon,United States of America,,Modern spot with great coffee: a nice place to do some work or get inspired to stop procrastinating.,"2112 NW Quimby St, Portland, OR 97210, United States",4.5,102.0,"https://www.google.com/maps/search/?api=1&query=2112%20NW%20Quimby%20St,%20Portland,%20OR%2097210,%20United%20States&query_place_id=ChIJp33-3oMJlVQREjG4J-gSO28",45.5332,-122.6948,"Monday: 7:00 AM - 5:00 PM
Tuesday: 7:00 AM - 5:00 PM
Wednesday: 7:00 AM - 5:00 PM
Thursday: 7:00 AM - 5:00 PM
Friday: 7:00 AM - 5:00 PM
Saturday: 7:00 AM - 3:00 PM
Sunday: 7:00 AM - 3:00 PM",cafe,ChIJp33-3oMJlVQREjG4J-gSO28,coffee
Super Joy Coffee,"Portland, OR",Portland,Oregon,United States of America,,"Cute place with almost the bare essentials for coffee making, but don't be fooled; their coffee is awesome and it will energize you to start your day.","1401 SW Yamhill St, Portland, OR 97205, United States",4.9,124.0,"https://www.google.com/maps/search/?api=1&query=1401%20SW%20Yamhill%20St,%20Portland,%20OR%2097205,%20United%20States&query_place_id=ChIJL9lj76ILlVQRVp_0vEBQ0SQ",45.5206,-122.6867,"Monday: 7:00 AM - 1:00 PM
Tuesday: 7:00 AM - 1:00 PM
Wednesday: 7:00 AM - 1:00 PM
Thursday: 7:00 AM - 1:00 PM
Friday: 7:00 AM - 1:00 PM
Saturday: 8:00 AM - 1:00 PM
Sunday: 8:00 AM - 1:00 PM",cafe,ChIJL9lj76ILlVQRVp_0vEBQ0SQ,coffee
Upper Left Coffee,"Portland, OR",Portland,Oregon,United States of America,,"Colorful smoothies, mochi donuts and a nice minimalist set-up: check them out after eating at the food trucks just across the street.","1204 SE Clay St, Portland, OR 97214, United States",4.6,594.0,"https://www.google.com/maps/search/?api=1&query=1204%20SE%20Clay%20St,%20Portland,%20OR%2097214,%20United%20States&query_place_id=ChIJ07z6Mp6glVQRE-BnTUYuxBo",45.5114,-122.6534,"Monday: Closed
Tuesday: 7:00 AM - 4:00 PM
Wednesday: 7:00 AM - 4:00 PM
Thursday: 7:00 AM - 4:00 PM
Friday: 7:00 AM - 4:00 PM
Saturday: 8:00 AM - 4:00 PM
Sunday: 8:00 AM - 4:00 PM",cafe,ChIJ07z6Mp6glVQRE-BnTUYuxBo,coffee
Ovation Coffee,"Portland, OR",Portland,Oregon,United States of America,,My recommendation at this Moroccan coffee spot: the Moroccan Spiced Coffee with cardamom. It's a unique blend of flavors.,"941 NW Overton St, Portland, OR 97209, United States",4.7,720.0,"https://www.google.com/maps/search/?api=1&query=941%20NW%20Overton%20St,%20Portland,%20OR%2097209,%20United%20States&query_place_id=ChIJX61eHFanlVQRnEQpuATt68g",45.5325,-122.6813,"Monday: 6:00 AM - 6:00 PM
Tuesday: 6:00 AM - 6:00 PM
Wednesday: 6:00 AM - 6:00 PM
Thursday: 6:00 AM - 6:00 PM
Friday: 6:00 AM - 6:00 PM
Saturday: 7:00 AM - 5:00 PM
Sunday: 7:00 AM - 5:00 PM",cafe,ChIJX61eHFanlVQRnEQpuATt68g,coffee
Deadstock Coffee,"Portland, OR",Portland,Oregon,United States of America,,"Good coffee in a sneaker-themed shop: if you get a latte, they'll make a nice sneaker with the foam.","408 NW Couch St Suite 408, Portland, OR 97209, United States",4.8,485.0,"https://www.google.com/maps/search/?api=1&query=408%20NW%20Couch%20St%20Suite%20408,%20Portland,%20OR%2097209,%20United%20States&query_place_id=ChIJG6gpPP0LlVQRHe3kcr-SPIQ",45.5237,-122.6748,"Monday: 8:00 AM - 3:00 PM
Tuesday: 8:00 AM - 3:00 PM
Wednesday: 8:00 AM - 3:00 PM
Thursday: 8:00 AM - 3:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 8:00 AM - 4:00 PM
Sunday: 9:00 AM - 3:00 PM",cafe,ChIJG6gpPP0LlVQRHe3kcr-SPIQ,coffee
Voodoo Doughnuts,"Portland, OR",Portland,Oregon,United States of America,,"Classic spot for funky donuts, I would go with the staff recommendations but don't be afraid to venture out your comfort zone with these goodies.","22 SW 3rd Ave, Portland, OR 97204, United States",4.4,17838.0,"https://www.google.com/maps/search/?api=1&query=22%20SW%203rd%20Ave,%20Portland,%20OR%2097204,%20United%20States&query_place_id=ChIJ70AxJAcKlVQRde9D82gpfSU",45.5227,-122.6731,"Monday: 5:00 AM - 3:00 AM
Tuesday: 5:00 AM - 3:00 AM
Wednesday: 5:00 AM - 3:00 AM
Thursday: 5:00 AM - 3:00 AM
Friday: 5:00 AM - 3:00 AM
Saturday: 5:00 AM - 3:00 AM
Sunday: 5:00 AM - 3:00 AM",bakery,ChIJ70AxJAcKlVQRde9D82gpfSU,food
Foode Cafe,"Vancouver, WA",Vancouver,Washington,United States of America,Yes,Sandwich shop with super friendly staff: get a Turkey & Havarti and enjoy it in a cozy and calm atmosphere.,"900 Washington St #120, Vancouver, WA 98660, United States",4.6,104.0,"https://www.google.com/maps/search/?api=1&query=900%20Washington%20St%20#120,%20Vancouver,%20WA%2098660,%20United%20States&query_place_id=ChIJ5f1j97SolVQRd4l-oD46vxE",45.6284,-122.6732,"Monday: 8:00 AM - 3:00 PM
Tuesday: 8:00 AM - 3:00 PM
Wednesday: 8:00 AM - 3:00 PM
Thursday: 8:00 AM - 3:00 PM
Friday: 8:00 AM - 3:00 PM
Saturday: Closed
Sunday: Closed",cafe,ChIJ5f1j97SolVQRd4l-oD46vxE,coffee
Lan Su,"Portland, OR",Portland,Oregon,United States of America,,Chinese restaurant inside of the Chinese gardens. They have great tea and light food items in a traditional teahouse which makes for a unique experience!,"239 NW Everett St, Portland, OR 97209, United States",4.6,3122.0,"https://www.google.com/maps/search/?api=1&query=239%20NW%20Everett%20St,%20Portland,%20OR%2097209,%20United%20States&query_place_id=ChIJ_5QZeKqglVQRaTkbdQnoF0w",45.5256,-122.673,"Monday: 10:00 AM - 6:00 PM
Tuesday: 10:00 AM - 6:00 PM
Wednesday: 10:00 AM - 6:00 PM
Thursday: 10:00 AM - 6:00 PM
Friday: 10:00 AM - 6:00 PM
Saturday: 10:00 AM - 6:00 PM
Sunday: 10:00 AM - 6:00 PM",tourist_attraction,ChIJ_5QZeKqglVQRaTkbdQnoF0w,attraction
Salt and Straw,"Portland, OR",Portland,Oregon,United States of America,,Fun ice cream shop with very innovative rotating flavors that changed my idea of what ice cream can be. Don't be afraid to try salty flavors or the more complex mixes of things like cheese and marionberry.,"838 NW 23rd Ave, Portland, OR 97210, United States",4.7,5529.0,"https://www.google.com/maps/search/?api=1&query=838%20NW%2023rd%20Ave,%20Portland,%20OR%2097210,%20United%20States&query_place_id=ChIJQ4VlWfAJlVQRPXN-039EJCo",45.5289,-122.6983,"Monday: 11:00 AM - 11:00 PM
Tuesday: 11:00 AM - 11:00 PM
Wednesday: 11:00 AM - 11:00 PM
Thursday: 11:00 AM - 11:00 PM
Friday: 11:00 AM - 11:00 PM
Saturday: 11:00 AM - 11:00 PM
Sunday: 11:00 AM - 11:00 PM",point_of_interest,ChIJQ4VlWfAJlVQRPXN-039EJCo,attraction
Mirisata,"Portland, OR",Portland,Oregon,United States of America,Yes,Great Sri Lankan food that is bursting with flavor in a very relaxed spot.,"2420 SE Belmont St, Portland, OR 97214, United States",4.6,448.0,"https://www.google.com/maps/search/?api=1&query=2420%20SE%20Belmont%20St,%20Portland,%20OR%2097214,%20United%20States&query_place_id=ChIJqQ9sQA6nlVQRFewpK9i-v88",45.5163,-122.641,"Monday: 12:00 - 9:00 PM
Tuesday: 12:00 - 9:00 PM
Wednesday: 12:00 - 9:00 PM
Thursday: 12:00 - 9:00 PM
Friday: 12:00 - 10:00 PM
Saturday: 12:00 - 10:00 PM
Sunday: 10:00 AM - 9:00 PM",restaurant,ChIJqQ9sQA6nlVQRFewpK9i-v88,food
Nola Doughnuts,"Portland, OR",Portland,Oregon,United States of America,,Fluffy beignets and a side of jam: colorful spot with New Orleans vibes.,"110 NW 10th Ave, Portland, OR 97209, United States",4.5,685.0,"https://www.google.com/maps/search/?api=1&query=110%20NW%2010th%20Ave,%20Portland,%20OR%2097209,%20United%20States&query_place_id=ChIJVVVlLQIKlVQRX3GXyicH5vc",45.5239,-122.681,,bakery,ChIJVVVlLQIKlVQRX3GXyicH5vc,food
Flying Fish Company,"Portland, OR",Portland,Oregon,United States of America,,Fish market and restaurant with a super fresh and tasty selection. Get one or two of the extra butter-y salmon or tuna dishes and enjoy them in the casual market-style seating in the garden.,"3004 E Burnside St, Portland, OR 97214, United States",4.5,778.0,"https://www.google.com/maps/search/?api=1&query=3004%20E%20Burnside%20St,%20Portland,%20OR%2097214,%20United%20States&query_place_id=ChIJQW9jR7iglVQRm1D5OSXZE5A",45.5228,-122.6347,"Monday: 10:00 AM - 8:00 PM
Tuesday: Closed
Wednesday: 10:00 AM - 8:00 PM
Thursday: 10:00 AM - 8:00 PM
Friday: 10:00 AM - 8:00 PM
Saturday: 10:00 AM - 8:00 PM
Sunday: 10:00 AM - 8:00 PM",restaurant,ChIJQW9jR7iglVQRm1D5OSXZE5A,food
Dediko,"Vancouver, WA",Vancouver,Washington,United States of America,Yes,Cool spot for great Georgian food in sleepy Downtown Vancouver WA. Get the dumplings (khinkali) and cheese boat (khachapuri).,"210 W Evergreen Blvd #700, Vancouver, WA 98660, United States",4.7,482.0,"https://www.google.com/maps/search/?api=1&query=210%20W%20Evergreen%20Blvd%20#700,%20Vancouver,%20WA%2098660,%20United%20States&query_place_id=ChIJYWK0GEuplVQRe3Ej3Z0_u7E",45.629,-122.6736,"Monday: Closed
Tuesday: 5:00 - 9:00 PM
Wednesday: 5:00 - 9:00 PM
Thursday: 5:00 - 9:00 PM
Friday: 12:00 - 3:00 PM, 5:00 - 9:00 PM
Saturday: 12:00 - 3:00 PM, 5:00 - 9:00 PM
Sunday: Closed",restaurant,ChIJYWK0GEuplVQRe3Ej3Z0_u7E,food
La Sorrentina,"Vancouver, WA",Vancouver,Washington,United States of America,Yes,"Personal top 2 pizza spots in the US in the most random of locations, next to a largely empty business park and car lot. Some of the best Neapolitan pizza you can get.","3000 SE 164th Ave Suite 107, Vancouver, WA 98683, United States",4.6,474.0,"https://www.google.com/maps/search/?api=1&query=3000%20SE%20164th%20Ave%20Suite%20107,%20Vancouver,%20WA%2098683,%20United%20States&query_place_id=ChIJ7xrZdvOulVQRngdbwaRoK7Q",45.5994,-122.5044,"Monday: Closed
Tuesday: Closed
Wednesday: 12:00 - 9:00 PM
Thursday: 12:00 - 9:00 PM
Friday: 12:00 - 9:00 PM
Saturday: 12:00 - 9:00 PM
Sunday: 12:00 - 8:00 PM",restaurant,ChIJ7xrZdvOulVQRngdbwaRoK7Q,food
